Title,Year,Genre,Director,imdbRating,Plot,Language,Country
Iron Man 3,2013,"Action, Adventure, Sci-Fi",Shane Black,7.1,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",English,United States
